2023-04-25 16:51:41.656856, 2023-04-25 16:51:41.903115
2023-04-25 16:51:42.003875, 2023-04-25 16:51:42.207696
2023-04-25 16:51:42.307936, 2023-04-25 16:51:42.582490
2023-04-25 16:51:42.682937, 2023-04-25 16:51:42.892001
2023-04-25 16:51:42.992249, 2023-04-25 16:51:43.202027
2023-04-25 16:51:43.302493, 2023-04-25 16:51:43.515284
2023-04-25 16:51:43.615673, 2023-04-25 16:51:43.920556
2023-04-25 16:51:44.021096, 2023-04-25 16:51:44.230731
2023-04-25 16:51:44.330988, 2023-04-25 16:51:44.551592
2023-04-25 16:51:44.651897, 2023-04-25 16:51:44.855614
2023-04-25 16:51:44.955994, 2023-04-25 16:51:45.229968
2023-04-25 16:51:45.330495, 2023-04-25 16:51:45.553305
2023-04-25 16:51:45.654026, 2023-04-25 16:51:45.921680
2023-04-25 16:51:46.022088, 2023-04-25 16:51:46.228232
2023-04-25 16:51:46.328516, 2023-04-25 16:51:46.532857
2023-04-25 16:51:46.633261, 2023-04-25 16:51:46.944063
2023-04-25 16:51:47.044401, 2023-04-25 16:51:47.248867
2023-04-25 16:51:47.349168, 2023-04-25 16:51:47.615161
2023-04-25 16:51:47.715372, 2023-04-25 16:51:47.922420
2023-04-25 16:51:48.022939, 2023-04-25 16:51:48.226976
2023-04-25 16:51:48.327280, 2023-04-25 16:51:48.531711
2023-04-25 16:51:48.632010, 2023-04-25 16:51:48.836091
2023-04-25 16:51:48.936328, 2023-04-25 16:51:49.142541
2023-04-25 16:51:49.242967, 2023-04-25 16:51:49.448461
2023-04-25 16:51:49.548823, 2023-04-25 16:51:49.863838
2023-04-25 16:51:49.964529, 2023-04-25 16:51:50.168350
2023-04-25 16:51:50.268628, 2023-04-25 16:51:50.549446
2023-04-25 16:51:50.649822, 2023-04-25 16:51:50.856432
2023-04-25 16:51:50.956687, 2023-04-25 16:51:51.161487
2023-04-25 16:51:51.261887, 2023-04-25 16:51:51.464818
2023-04-25 16:51:51.564977, 2023-04-25 16:51:51.770157
2023-04-25 16:51:51.871084, 2023-04-25 16:51:52.075954
2023-04-25 16:51:52.176577, 2023-04-25 16:51:52.484529
2023-04-25 16:51:52.584890, 2023-04-25 16:51:52.789428
2023-04-25 16:51:52.889755, 2023-04-25 16:51:53.096639
2023-04-25 16:51:53.197441, 2023-04-25 16:51:53.414337
2023-04-25 16:51:53.514596, 2023-04-25 16:51:53.718368
2023-04-25 16:51:53.818628, 2023-04-25 16:51:54.037385
2023-04-25 16:51:54.137703, 2023-04-25 16:51:54.369574
2023-04-25 16:51:54.470497, 2023-04-25 16:51:54.701951
2023-04-25 16:51:54.802195, 2023-04-25 16:51:55.009242
2023-04-25 16:51:55.109617, 2023-04-25 16:51:55.328847
2023-04-25 16:51:55.429333, 2023-04-25 16:51:55.638995
2023-04-25 16:51:55.739314, 2023-04-25 16:51:55.947906
2023-04-25 16:51:56.048285, 2023-04-25 16:51:56.357936
2023-04-25 16:51:56.458080, 2023-04-25 16:51:56.661374
2023-04-25 16:51:56.761639, 2023-04-25 16:51:56.973246
2023-04-25 16:51:57.073609, 2023-04-25 16:51:57.281162
2023-04-25 16:51:57.381553, 2023-04-25 16:51:57.585129
2023-04-25 16:51:57.685405, 2023-04-25 16:51:57.951535
2023-04-25 16:51:58.051858, 2023-04-25 16:51:58.264544
2023-04-25 16:51:58.364739, 2023-04-25 16:51:58.568820
2023-04-25 16:51:58.669143, 2023-04-25 16:51:58.881574
2023-04-25 16:51:58.982053, 2023-04-25 16:51:59.213298
2023-04-25 16:51:59.313615, 2023-04-25 16:51:59.527348
2023-04-25 16:51:59.628438, 2023-04-25 16:51:59.841965
2023-04-25 16:51:59.942322, 2023-04-25 16:52:00.153545
2023-04-25 16:52:00.253846, 2023-04-25 16:52:00.528232
2023-04-25 16:52:00.628635, 2023-04-25 16:52:00.841516
2023-04-25 16:52:00.941815, 2023-04-25 16:52:01.148948
2023-04-25 16:52:01.249261, 2023-04-25 16:52:01.457299
2023-04-25 16:52:01.557598, 2023-04-25 16:52:01.776493
2023-04-25 16:52:01.876845, 2023-04-25 16:52:02.083712
2023-04-25 16:52:02.184030, 2023-04-25 16:52:02.424416
2023-04-25 16:52:02.524867, 2023-04-25 16:52:02.734607
2023-04-25 16:52:02.834965, 2023-04-25 16:52:03.045699
2023-04-25 16:52:03.145864, 2023-04-25 16:52:03.358478
2023-04-25 16:52:03.458679, 2023-04-25 16:52:03.763266
2023-04-25 16:52:03.863454, 2023-04-25 16:52:04.136855
2023-04-25 16:52:04.237006, 2023-04-25 16:52:04.445622
2023-04-25 16:52:04.545968, 2023-04-25 16:52:04.753887
2023-04-25 16:52:04.854234, 2023-04-25 16:52:05.057242
2023-04-25 16:52:05.157806, 2023-04-25 16:52:05.383213
2023-04-25 16:52:05.483490, 2023-04-25 16:52:05.687196
2023-04-25 16:52:05.787534, 2023-04-25 16:52:05.991861
2023-04-25 16:52:06.092363, 2023-04-25 16:52:06.414904
2023-04-25 16:52:06.515407, 2023-04-25 16:52:06.718513
2023-04-25 16:52:06.818656, 2023-04-25 16:52:07.021606
2023-04-25 16:52:07.121853, 2023-04-25 16:52:07.440799
2023-04-25 16:52:07.540849, 2023-04-25 16:52:07.743984
2023-04-25 16:52:07.844211, 2023-04-25 16:52:08.047235
2023-04-25 16:52:08.147376, 2023-04-25 16:52:08.357856
2023-04-25 16:52:08.458210, 2023-04-25 16:52:08.665443
2023-04-25 16:52:08.765623, 2023-04-25 16:52:09.014859
2023-04-25 16:52:09.115062, 2023-04-25 16:52:09.318418
2023-04-25 16:52:09.418559, 2023-04-25 16:52:09.629631
2023-04-25 16:52:09.729947, 2023-04-25 16:52:09.933914
2023-04-25 16:52:10.034211, 2023-04-25 16:52:10.238164
2023-04-25 16:52:10.338433, 2023-04-25 16:52:10.610032
2023-04-25 16:52:10.710193, 2023-04-25 16:52:10.912619
2023-04-25 16:52:11.012816, 2023-04-25 16:52:11.228017
2023-04-25 16:52:11.328200, 2023-04-25 16:52:11.537388
2023-04-25 16:52:11.637508, 2023-04-25 16:52:11.840862
2023-04-25 16:52:11.941166, 2023-04-25 16:52:12.148358
2023-04-25 16:52:12.248696, 2023-04-25 16:52:12.453398
2023-04-25 16:52:12.553638, 2023-04-25 16:52:12.788210
2023-04-25 16:52:12.888376, 2023-04-25 16:52:13.097939
2023-04-25 16:52:13.198323, 2023-04-25 16:52:13.425339
