2023-04-26 17:50:53.700077, 2023-04-26 17:50:53.987824
2023-04-26 17:50:54.088809, 2023-04-26 17:50:54.390345
2023-04-26 17:50:54.490870, 2023-04-26 17:50:54.696278
2023-04-26 17:50:54.796705, 2023-04-26 17:50:54.999408
2023-04-26 17:50:55.100423, 2023-04-26 17:50:55.457681
2023-04-26 17:50:55.557958, 2023-04-26 17:50:55.835588
2023-04-26 17:50:55.936033, 2023-04-26 17:50:56.145617
2023-04-26 17:50:56.246958, 2023-04-26 17:50:56.595059
2023-04-26 17:50:56.695741, 2023-04-26 17:50:56.983579
2023-04-26 17:50:57.083907, 2023-04-26 17:50:57.290785
2023-04-26 17:50:57.391950, 2023-04-26 17:50:57.754947
2023-04-26 17:50:57.855581, 2023-04-26 17:50:58.076085
2023-04-26 17:50:58.176493, 2023-04-26 17:50:58.387289
2023-04-26 17:50:58.487915, 2023-04-26 17:50:58.785416
2023-04-26 17:50:58.885710, 2023-04-26 17:50:59.297771
2023-04-26 17:50:59.398304, 2023-04-26 17:50:59.602922
2023-04-26 17:50:59.704331, 2023-04-26 17:50:59.976461
2023-04-26 17:51:00.076899, 2023-04-26 17:51:00.387773
2023-04-26 17:51:00.488366, 2023-04-26 17:51:00.698662
2023-04-26 17:51:00.799132, 2023-04-26 17:51:01.145103
2023-04-26 17:51:01.245553, 2023-04-26 17:51:01.490855
2023-04-26 17:51:01.591512, 2023-04-26 17:51:01.901723
2023-04-26 17:51:02.002154, 2023-04-26 17:51:02.249207
2023-04-26 17:51:02.349652, 2023-04-26 17:51:02.563568
2023-04-26 17:51:02.663933, 2023-04-26 17:51:02.950403
2023-04-26 17:51:03.051147, 2023-04-26 17:51:03.259873
2023-04-26 17:51:03.360356, 2023-04-26 17:51:03.647257
2023-04-26 17:51:03.747681, 2023-04-26 17:51:03.996324
2023-04-26 17:51:04.096813, 2023-04-26 17:51:04.412838
2023-04-26 17:51:04.513092, 2023-04-26 17:51:04.771665
2023-04-26 17:51:04.872529, 2023-04-26 17:51:05.097973
2023-04-26 17:51:05.198356, 2023-04-26 17:51:05.453604
2023-04-26 17:51:05.554138, 2023-04-26 17:51:05.846268
2023-04-26 17:51:05.946545, 2023-04-26 17:51:08.320493
2023-04-26 17:51:08.421347, 2023-04-26 17:51:08.743116
2023-04-26 17:51:08.843494, 2023-04-26 17:51:08.990151
2023-04-26 17:51:09.091380, 2023-04-26 17:51:09.230402
2023-04-26 17:51:09.331267, 2023-04-26 17:51:09.485734
2023-04-26 17:51:09.586161, 2023-04-26 17:51:09.727919
2023-04-26 17:51:09.828289, 2023-04-26 17:51:10.056384
2023-04-26 17:51:10.157191, 2023-04-26 17:51:10.318793
2023-04-26 17:51:10.419277, 2023-04-26 17:51:10.581167
2023-04-26 17:51:10.681693, 2023-04-26 17:51:10.810539
2023-04-26 17:51:10.911069, 2023-04-26 17:51:11.039558
2023-04-26 17:51:11.139998, 2023-04-26 17:51:11.306168
2023-04-26 17:51:11.406759, 2023-04-26 17:51:11.558125
2023-04-26 17:51:11.659619, 2023-04-26 17:51:11.782438
2023-04-26 17:51:11.882935, 2023-04-26 17:51:12.029402
2023-04-26 17:51:12.129879, 2023-04-26 17:51:12.374540
2023-04-26 17:51:12.475949, 2023-04-26 17:51:12.625619
2023-04-26 17:51:12.727159, 2023-04-26 17:51:12.875901
2023-04-26 17:51:12.976432, 2023-04-26 17:51:13.134008
2023-04-26 17:51:13.234692, 2023-04-26 17:51:13.450424
2023-04-26 17:51:13.551188, 2023-04-26 17:51:13.712568
2023-04-26 17:51:13.812963, 2023-04-26 17:51:13.961441
2023-04-26 17:51:14.061851, 2023-04-26 17:51:14.217055
2023-04-26 17:51:14.321027, 2023-04-26 17:51:14.441745
2023-04-26 17:51:14.542154, 2023-04-26 17:51:14.832667
2023-04-26 17:51:14.933724, 2023-04-26 17:51:15.095124
2023-04-26 17:51:15.196030, 2023-04-26 17:51:15.333114
2023-04-26 17:51:15.434361, 2023-04-26 17:51:15.555199
2023-04-26 17:51:15.655689, 2023-04-26 17:51:15.765529
2023-04-26 17:51:15.865739, 2023-04-26 17:51:16.093598
