2023-04-26 17:18:45.251963, 2023-04-26 17:18:45.497363
2023-04-26 17:18:45.597809, 2023-04-26 17:18:45.801859
2023-04-26 17:18:45.902445, 2023-04-26 17:18:46.171757
2023-04-26 17:18:46.271975, 2023-04-26 17:18:47.081207
2023-04-26 17:18:47.181844, 2023-04-26 17:18:47.608588
2023-04-26 17:18:47.708801, 2023-04-26 17:18:48.172269
2023-04-26 17:18:48.272610, 2023-04-26 17:18:48.554445
2023-04-26 17:18:48.654747, 2023-04-26 17:18:48.902928
2023-04-26 17:18:49.003354, 2023-04-26 17:18:49.411212
2023-04-26 17:18:49.511371, 2023-04-26 17:18:49.814321
2023-04-26 17:18:49.914572, 2023-04-26 17:18:50.334362
2023-04-26 17:18:50.434554, 2023-04-26 17:18:50.828775
2023-04-26 17:18:50.929247, 2023-04-26 17:18:51.292948
2023-04-26 17:18:51.393347, 2023-04-26 17:18:51.629376
2023-04-26 17:18:51.729581, 2023-04-26 17:18:52.101820
2023-04-26 17:18:52.202252, 2023-04-26 17:18:52.476879
2023-04-26 17:18:52.577085, 2023-04-26 17:18:52.881550
2023-04-26 17:18:52.982368, 2023-04-26 17:18:53.384662
2023-04-26 17:18:53.485035, 2023-04-26 17:18:53.691018
2023-04-26 17:18:53.791383, 2023-04-26 17:18:54.046250
2023-04-26 17:18:54.146412, 2023-04-26 17:18:54.417499
2023-04-26 17:18:54.519203, 2023-04-26 17:18:55.134399
2023-04-26 17:18:55.234865, 2023-04-26 17:18:55.438484
2023-04-26 17:18:55.539132, 2023-04-26 17:18:55.759356
2023-04-26 17:18:55.859590, 2023-04-26 17:18:56.084760
2023-04-26 17:18:56.185259, 2023-04-26 17:18:56.646546
2023-04-26 17:18:56.746793, 2023-04-26 17:18:56.949878
2023-04-26 17:18:57.050224, 2023-04-26 17:18:57.306841
2023-04-26 17:18:57.407041, 2023-04-26 17:18:57.871807
2023-04-26 17:18:57.972055, 2023-04-26 17:18:58.174969
2023-04-26 17:18:58.275357, 2023-04-26 17:18:58.600334
2023-04-26 17:18:58.700578, 2023-04-26 17:18:59.067900
2023-04-26 17:18:59.168530, 2023-04-26 17:18:59.708454
2023-04-26 17:18:59.808675, 2023-04-26 17:19:00.013639
2023-04-26 17:19:00.115147, 2023-04-26 17:19:00.540146
2023-04-26 17:19:00.640385, 2023-04-26 17:19:01.057902
2023-04-26 17:19:01.158440, 2023-04-26 17:19:01.398046
2023-04-26 17:19:01.498248, 2023-04-26 17:19:02.171679
2023-04-26 17:19:02.272954, 2023-04-26 17:19:02.898484
2023-04-26 17:19:02.998733, 2023-04-26 17:19:03.389890
2023-04-26 17:19:03.490116, 2023-04-26 17:19:03.793875
2023-04-26 17:19:03.894187, 2023-04-26 17:19:04.668029
2023-04-26 17:19:04.768229, 2023-04-26 17:19:05.087316
2023-04-26 17:19:05.187777, 2023-04-26 17:19:05.739861
2023-04-26 17:19:05.840112, 2023-04-26 17:19:06.363439
2023-04-26 17:19:06.463657, 2023-04-26 17:19:06.765130
2023-04-26 17:19:06.865778, 2023-04-26 17:19:07.756288
2023-04-26 17:19:07.856530, 2023-04-26 17:19:08.896751
2023-04-26 17:19:08.996931, 2023-04-26 17:19:09.402516
2023-04-26 17:19:09.502723, 2023-04-26 17:19:10.918636
2023-04-26 17:19:11.018990, 2023-04-26 17:19:11.611833
2023-04-26 17:19:11.712078, 2023-04-26 17:19:12.476822
2023-04-26 17:19:12.577078, 2023-04-26 17:19:13.251460
2023-04-26 17:19:13.351719, 2023-04-26 17:19:13.706743
2023-04-26 17:19:13.807191, 2023-04-26 17:19:14.210362
2023-04-26 17:19:14.310602, 2023-04-26 17:19:14.934747
2023-04-26 17:19:15.034981, 2023-04-26 17:19:15.500790
2023-04-26 17:19:15.601136, 2023-04-26 17:19:15.968259
2023-04-26 17:19:16.068363, 2023-04-26 17:19:16.345472
2023-04-26 17:19:16.445729, 2023-04-26 17:19:17.150775
